Word            Total Cum%    NN    VB    DT  PREP   ADJ    PN    CJ   ADV   QNT   SYM    UH
crashing            7   92     0     7     0     0     0     0     0     0     0     0     0
credits             7   92     5     2     0     0     0     0     0     0     0     0     0
crouch              7   92     5     2     0     0     0     0     0     0     0     0     0
crowned             7   92     0     7     0     0     0     0     0     0     0     0     0
cruising            7   92     2     5     0     0     0     0     0     0     0     0     0
crushing            7   92     1     6     0     0     0     0     0     0     0     0     0
CTA                 7   92     7     0     0     0     0     0     0     0     0     0     0
Cubist              7   92     5     0     0     0     2     0     0     0     0     0     0
cured               7   92     0     7     0     0     0     0     0     0     0     0     0
curved              7   92     0     3     0     0     4     0     0     0     0     0     0
cycles              7   92     6     1     0     0     0     0     0     0     0     0     0
cylinders           7   92     7     0     0     0     0     0     0     0     0     0     0
cypress             7   92     7     0     0     0     0     0     0     0     0     0     0
Dag                 7   92     7     0     0     0     0     0     0     0     0     0     0
damaged             7   92     0     7     0     0     0     0     0     0     0     0     0
Dame                7   92     7     0     0     0     0     0     0     0     0     0     0
dammit              7   92     0     2     0     0     0     0     0     0     0     0     5
darkened            7   92     0     6     0     0     1     0     0     0     0     0     0
dealings            7   92     7     0     0     0     0     0     0     0     0     0     0
defective           7   92     0     0     0     0     7     0     0     0     0     0     0
defiance            7   92     7     0     0     0     0     0     0     0     0     0     0
defy                7   92     0     7     0     0     0     0     0     0     0     0     0
delegate            7   92     4     3     0     0     0     0     0     0     0     0     0
deliberations       7   92     7     0     0     0     0     0     0     0     0     0     0
delinquency         7   92     7     0     0     0     0     0     0     0     0     0     0
Delta               7   92     7     0     0     0     0     0     0     0     0     0     0
Demons              7   92     7     0     0     0     0     0     0     0     0     0     0
denotes             7   92     0     7     0     0     0     0     0     0     0     0     0
denounced           7   92     0     7     0     0     0     0     0     0     0     0     0
depart              7   92     0     7     0     0     0     0     0     0     0     0     0
departures          7   92     7     0     0     0     0     0     0     0     0     0     0
Derby               7   92     7     0     0     0     0     0     0     0     0     0     0
descriptive         7   92     0     0     0     0     7     0     0     0     0     0     0
desperation         7   92     7     0     0     0     0     0     0     0     0     0     0
despise             7   92     0     7     0     0     0     0     0     0     0     0     0
dessert             7   92     7     0     0     0     0     0     0     0     0     0     0
deterministic       7   92     0     0     0     0     7     0     0     0     0     0     0
diamonds            7   92     7     0     0     0     0     0     0     0     0     0     0
Diana               7   92     7     0     0     0     0     0     0     0     0     0     0
diaphragm           7   92     7     0     0     0     0     0     0     0     0     0     0
diarrhea            7   92     7     0     0     0     0     0     0     0     0     0     0
dictator            7   92     7     0     0     0     0     0     0     0     0     0     0
diffraction         7   92     7     0     0     0     0     0     0     0     0     0     0
Digby               7   92     7     0     0     0     0     0     0     0     0     0     0
digging             7   92     1     6     0     0     0     0     0     0     0     0     0
dignified           7   92     0     4     0     0     3     0     0     0     0     0     0
dilution            7   92     7     0     0     0     0     0     0     0     0     0     0
directing           7   92     0     7     0     0     0     0     0     0     0     0     0
Directory           7   92     7     0     0     0     0     0     0     0     0     0     0
disagree            7   92     0     7     0     0     0     0     0     0     0     0     0
disappointing       7   92     0     0     0     0     7     0     0     0     0     0     0
discomfort          7   92     7     0     0     0     0     0     0     0     0     0     0
discontinued        7   92     0     7     0     0     0     0     0     0     0     0     0
discovering         7   92     0     7     0     0     0     0     0     0     0     0     0
discrete            7   92     0     0     0     0     7     0     0     0     0     0     0
dismissal           7   92     7     0     0     0     0     0     0     0     0     0     0
disobedience        7   92     7     0     0     0     0     0     0     0     0     0     0
disorder            7   92     6     1     0     0     0     0     0     0     0     0     0
disorders           7   92     7     0     0     0     0     0     0     0     0     0     0
dispersed           7   92     0     6     0     0     1     0     0     0     0     0     0
displeased          7   92     0     4     0     0     3     0     0     0     0     0     0
distortion          7   92     7     0     0     0     0     0     0     0     0     0     0
distressing         7   92     0     0     0     0     7     0     0     0     0     0     0
distributor         7   92     7     0     0     0     0     0     0     0     0     0     0
Diversified         7   92     3     1     0     0     3     0     0     0     0     0     0
diversion           7   92     7     0     0     0     0     0     0     0     0     0     0
dividing            7   92     0     7     0     0     0     0     0     0     0     0     0
Divinity            7   92     7     0     0     0     0     0     0     0     0     0     0
dominates           7   92     0     7     0     0     0     0     0     0     0     0     0
donated             7   92     0     7     0     0     0     0     0     0     0     0     0
Donovan             7   92     7     0     0     0     0     0     0     0     0     0     0
doubling            7   92     0     7     0     0     0     0     0     0     0     0     0
drained             7   92     0     7     0     0     0     0     0     0     0     0     0
dripping            7   92     0     7     0     0     0     0     0     0     0     0     0
Drunken             7   92     0     0     0     0     7     0     0     0     0     0     0
dubious             7   92     0     0     0     0     7     0     0     0     0     0     0
Duclos              7   92     7     0     0     0     0     0     0     0     0     0     0
dugout              7   92     7     0     0     0     0     0     0     0     0     0     0
dwellings           7   92     7     0     0     0     0     0     0     0     0     0     0
dystopian           7   92     0     0     0     0     7     0     0     0     0     0     0
easiest             7   92     0     0     0     0     7     0     0     0     0     0     0
East-West           7   92     2     0     0     0     5     0     0     0     0     0     0
echoed              7   92     0     7     0     0     0     0     0     0     0     0     0
edged               7   92     0     7     0     0     0     0     0     0     0     0     0
edited              7   92     0     7     0     0     0     0     0     0     0     0     0
Educate             7   92     0     7     0     0     0     0     0     0     0     0     0
elastic             7   92     0     0     0     0     7     0     0     0     0     0     0
elbows              7   92     7     0     0     0     0     0     0     0     0     0     0
elephant            7   92     7     0     0     0     0     0     0     0     0     0     0
Elizabethan         7   92     2     0     0     0     5     0     0     0     0     0     0
Ellis               7   92     7     0     0     0     0     0     0     0     0     0     0
embassies           7   92     7     0     0     0     0     0     0     0     0     0     0
embodied            7   92     0     7     0     0     0     0     0     0     0     0     0
emergencies         7   92     7     0     0     0     0     0     0     0     0     0     0
enact               7   92     0     7     0     0     0     0     0     0     0     0     0
enactment           7   92     7     0     0     0     0     0     0     0     0     0     0
enclosure           7   92     7     0     0     0     0     0     0     0     0     0     0
endeavor            7   92     6     1     0     0     0     0     0     0     0     0     0
endlessly           7   92     0     0     0     0     0     0     0     7     0     0     0
endowed             7   92     0     7     0     0     0     0     0     0     0     0     0
engages             7   92     5     2     0     0     0     0     0     0     0     0     0
enlarge             7   92     0     7     0     0     0     0     0     0     0     0     0
enlarged            7   92     0     4     0     0     3     0     0     0     0     0     0
enlightened         7   92     0     2     0     0     5     0     0     0     0     0     0
entirety            7   92     7     0     0     0     0     0     0     0     0     0     0
environmental       7   92     0     0     0     0     7     0     0     0     0     0     0
envy                7   92     4     3     0     0     0     0     0     0     0     0     0
epithets            7   92     7     0     0     0     0     0     0     0     0     0     0
equity              7   92     7     0     0     0     0     0     0     0     0     0     0
errand              7   92     7     0     0     0     0     0     0     0     0     0     0
erupted             7   92     0     7     0     0     0     0     0     0     0     0     0
Escalation          7   92     7     0     0     0     0     0     0     0     0     0     0
etcetera            7   92     7     0     0     0     0     0     0     0     0     0     0
evaluating          7   92     0     7     0     0     0     0     0     0     0     0     0
Evanston            7   92     7     0     0     0     0     0     0     0     0     0     0
evoked              7   92     0     7     0     0     0     0     0     0     0     0     0
exalted             7   92     0     1     0     0     6     0     0     0     0     0     0
examining           7   92     1     6     0     0     0     0     0     0     0     0     0
exchanged           7   92     0     7     0     0     0     0     0     0     0     0     0
excitedly           7   92     0     0     0     0     0     0     0     7     0     0     0
exclude             7   92     0     7     0     0     0     0     0     0     0     0     0
exclusion           7   92     7     0     0     0     0     0     0     0     0     0     0
execute             7   92     0     7     0     0     0     0     0     0     0     0     0
exhaust             7   92     5     2     0     0     0     0     0     0     0     0     0
exit                7   92     7     0     0     0     0     0     0     0     0     0     0
exotic              7   92     0     0     0     0     7     0     0     0     0     0     0
expedient           7   92     1     0     0     0     6     0     0     0     0     0     0
experiencing        7   92     0     7     0     0     0     0     0     0     0     0     0
experimenting       7   92     0     7     0     0     0     0     0     0     0     0     0
exploding           7   92     0     7     0     0     0     0     0     0     0     0     0
expressive          7   92     0     0     0     0     7     0     0     0     0     0     0
exuberant           7   92     0     0     0     0     7     0     0     0     0     0     0
eyed                7   92     0     7     0     0     0     0     0     0     0     0     0
eyelids             7   92     7     0     0     0     0     0     0     0     0     0     0
facade              7   92     7     0     0     0     0     0     0     0     0     0     0
factual             7   92     0     0     0     0     7     0     0     0     0     0     0
faintly             7   92     0     0     0     0     0     0     0     7     0     0     0
fare                7   92     7     0     0     0     0     0     0     0     0     0     0
farmer's            7   92     7     0     0     0     0     0     0     0     0     0     0
fascinated          7   92     0     6     0     0     1     0     0     0     0     0     0
fashioned           7   92     0     7     0     0     0     0     0     0     0     0     0
fastest             7   92     0     0     0     0     6     0     0     1     0     0     0
fatty               7   92     0     0     0     0     7     0     0     0     0     0     0
Fe                  7   92     7     0     0     0     0     0     0     0     0     0     0
fearless            7   92     1     0     0     0     6     0     0     0     0     0     0
Ferguson            7   92     7     0     0     0     0     0     0     0     0     0     0
Fidel               7   92     7     0     0     0     0     0     0     0     0     0     0
fiery               7   92     0     0     0     0     7     0     0     0     0     0     0
filthy              7   92     0     0     0     0     7     0     0     0     0     0     0
Firearms            7   92     7     0     0     0     0     0     0     0     0     0     0
fishermen           7   92     7     0     0     0     0     0     0     0     0     0     0
Flannagan           7   92     7     0     0     0     0     0     0     0     0     0     0
flatly              7   92     0     0     0     0     0     0     0     7     0     0     0
flattered           7   92     0     6     0     0     1     0     0     0     0     0     0
fleeting            7   92     0     0     0     0     7     0     0     0     0     0     0
Fletcher            7   92     7     0     0     0     0     0     0     0     0     0     0
floated             7   92     0     7     0     0     0     0     0     0     0     0     0
fold                7   92     5     2     0     0     0     0     0     0     0     0     0
forensic            7   92     6     0     0     0     1     0     0     0     0     0     0
forerunner          7   92     7     0     0     0     0     0     0     0     0     0     0
forgetting          7   92     0     7     0     0     0     0     0     0     0     0     0
forks               7   92     7     0     0     0     0     0     0     0     0     0     0
formations          7   92     7     0     0     0     0     0     0     0     0     0     0
forties             7   92     6     0     0     0     0     0     0     0     1     0     0
fortified           7   92     0     6     0     0     1     0     0     0     0     0     0
forty-five          7   92     0     0     0     0     1     0     0     0     6     0     0
fostered            7   92     0     7     0     0     0     0     0     0     0     0     0
fragmentary         7   92     0     0     0     0     6     0     0     1     0     0     0
Frankfurt           7   92     7     0     0     0     0     0     0     0     0     0     0
frankfurters        7   92     7     0     0     0     0     0     0     0     0     0     0
Frontage            7   92     7     0     0     0     0     0     0     0     0     0     0
fronts              7   92     7     0     0     0     0     0     0     0     0     0     0
fruitful            7   92     0     0     0     0     7     0     0     0     0     0     0
futility            7   92     7     0     0     0     0     0     0     0     0     0     0
fuzzy               7   92     0     0     0     0     7     0     0     0     0     0     0
gadgets             7   92     7     0     0     0     0     0     0     0     0     0     0
gala                7   92     4     0     0     0     3     0     0     0     0     0     0
galaxies            7   92     7     0     0     0     0     0     0     0     0     0     0
gall                7   92     7     0     0     0     0     0     0     0     0     0     0
gapt                7   92     7     0     0     0     0     0     0     0     0     0     0
garbage             7   92     7     0     0     0     0     0     0     0     0     0     0
gases               7   92     7     0     0     0     0     0     0     0     0     0     0
gatherings          7   92     7     0     0     0     0     0     0     0     0     0     0
gaudy               7   92     0     0     0     0     7     0     0     0     0     0     0
gazed               7   92     0     7     0     0     0     0     0     0     0     0     0
Geely               7   92     7     0     0     0     0     0     0     0     0     0     0
generalizations     7   92     7     0     0     0     0     0     0     0     0     0     0
generate            7   92     0     7     0     0     0     0     0     0     0     0     0
generating          7   92     0     7     0     0     0     0     0     0     0     0     0
generosity          7   92     7     0     0     0     0     0     0     0     0     0     0
gestures            7   92     6     1     0     0     0     0     0     0     0     0     0
Gibbs               7   92     7     0     0     0     0     0     0     0     0     0     0
Gibby               7   92     7     0     0     0     0     0     0     0     0     0     0
Giles               7   92     7     0     0     0     0     0     0     0     0     0     0
glare               7   92     6     1     0     0     0     0     0     0     0     0     0
glaring             7   92     0     3     0     0     4     0     0     0     0     0     0
Glen                7   92     7     0     0     0     0     0     0     0     0     0     0
Gloucester          7   92     7     0     0     0     0     0     0     0     0     0     0
gloves              7   92     7     0     0     0     0     0     0     0     0     0     0
Gorboduc            7   92     7     0     0     0     0     0     0     0     0     0     0
Gore                7   92     7     0     0     0     0     0     0     0     0     0     0
Gorgeous            7   92     1     0     0     0     6     0     0     0     0     0     0
Goulding            7   92     7     0     0     0     0     0     0     0     0     0     0
govern              7   92     0     7     0     0     0     0     0     0     0     0     0
graduating          7   92     3     4     0     0     0     0     0     0     0     0     0
grapes              7   92     7     0     0     0     0     0     0     0     0     0     0
gravely             7   92     0     0     0     0     0     0     0     7     0     0     0
graveyard           7   92     7     0     0     0     0     0     0     0     0     0     0
gravity             7   92     7     0     0     0     0     0     0     0     0     0     0
greet               7   92     0     7     0     0     0     0     0     0     0     0     0
grinning            7   92     0     6     0     0     1     0     0     0     0     0     0
groped              7   92     0     7     0     0     0     0     0     0     0     0     0
grudge              7   92     7     0     0     0     0     0     0     0     0     0     0
grumble             7   92     1     6     0     0     0     0     0     0     0     0     0
gubernatorial       7   92     0     0     0     0     7     0     0     0     0     0     0
Guild               7   92     7     0     0     0     0     0     0     0     0     0     0
Gunfire             7   92     7     0     0     0     0     0     0     0     0     0     0
Gyp                 7   92     7     0     0     0     0     0     0     0     0     0     0
hailed              7   92     0     7     0     0     0     0     0     0     0     0     0
half-mile           7   92     0     0     0     0     7     0     0     0     0     0     0
hallway             7   92     7     0     0     0     0     0     0     0     0     0     0
hamlet              7   92     7     0     0     0     0     0     0     0     0     0     0
Hamm                7   92     7     0     0     0     0     0     0     0     0     0     0
hanged              7   92     0     7     0     0     0     0     0     0     0     0     0
Hanoverian          7   92     6     0     0     0     1     0     0     0     0     0     0
harmonies           7   92     7     0     0     0     0     0     0     0     0     0     0
Harrington          7   92     7     0     0     0     0     0     0     0     0     0     0
haze                7   92     7     0     0     0     0     0     0     0     0     0     0
headlines           7   92     7     0     0     0     0     0     0     0     0     0     0
hears               7   92     0     7     0     0     0     0     0     0     0     0     0
hebephrenic         7   92     0     0     0     0     7     0     0     0     0     0     0
heir                7   92     7     0     0     0     0     0     0     0     0     0     0
Heiser              7   92     7     0     0     0     0     0     0     0     0     0     0
hereunto            7   92     0     0     0     0     0     0     0     7     0     0     0
hesitation          7   92     7     0     0     0     0     0     0     0     0     0     0
Hez                 7   92     7     0     0     0     0     0     0     0     0     0     0
high-pitched        7   92     0     0     0     0     7     0     0     0     0     0     0
hinted              7   92     0     7     0     0     0     0     0     0     0     0     0
Hitler's            7   92     7     0     0     0     0     0     0     0     0     0     0
Holland             7   92     7     0     0     0     0     0     0     0     0     0     0
hood                7   92     7     0     0     0     0     0     0     0     0     0     0
hoofs               7   92     7     0     0     0     0     0     0     0     0     0     0
Hooked              7   92     0     5     0     0     2     0     0     0     0     0     0
hopelessly          7   92     0     0     0     0     0     0     0     7     0     0     0
Hopkins             7   93     7     0     0     0     0     0     0     0     0     0     0
hotter              7   93     0     0     0     0     7     0     0     0     0     0     0
Hound               7   93     7     0     0     0     0     0     0     0     0     0     0
housekeeping        7   93     7     0     0     0     0     0     0     0     0     0     0
hugging             7   93     0     7     0     0     0     0     0     0     0     0     0
hunch               7   93     6     1     0     0     0     0     0     0     0     0     0
hunted              7   93     0     6     0     0     1     0     0     0     0     0     0
hypocrisy           7   93     7     0     0     0     0     0     0     0     0     0     0
hysteria            7   93     7     0     0     0     0     0     0     0     0     0     0
IBM                 7   93     7     0     0     0     0     0     0     0     0     0     0
idiom               7   93     7     0     0     0     0     0     0     0     0     0     0
idol                7   93     7     0     0     0     0     0     0     0     0     0     0
illustrates         7   93     0     7     0     0     0     0     0     0     0     0     0
immature            7   93     0     0     0     0     7     0     0     0     0     0     0
immortal            7   93     1     0     0     0     6     0     0     0     0     0     0
immunity            7   93     7     0     0     0     0     0     0     0     0     0     0
impaired            7   93     0     7     0     0     0     0     0     0     0     0     0
implying            7   93     0     7     0     0     0     0     0     0     0     0     0
imposing            7   93     0     5     0     0     2     0     0     0     0     0     0
inactive            7   93     0     0     0     0     7     0     0     0     0     0     0
incredibly          7   93     0     0     0     0     0     0     0     7     0     0     0
indices             7   93     7     0     0     0     0     0     0     0     0     0     0
inefficient         7   93     0     0     0     0     7     0     0     0     0     0     0
inexperienced       7   93     0     0     0     0     7     0     0     0     0     0     0
inference           7   93     7     0     0     0     0     0     0     0     0     0     0
inferior            7   93     0     0     0     0     7     0     0     0     0     0     0
infield             7   93     7     0     0     0     0     0     0     0     0     0     0
inform              7   93     0     7     0     0     0     0     0     0     0     0     0
infringement        7   93     7     0     0     0     0     0     0     0     0     0     0
inhuman             7   93     0     0     0     0     7     0     0     0     0     0     0
initiation          7   93     7     0     0     0     0     0     0     0     0     0     0
injection           7   93     7     0     0     0     0     0     0     0     0     0     0
ink                 7   93     7     0     0     0     0     0     0     0     0     0     0
innovation          7   93     7     0     0     0     0     0     0     0     0     0     0
inscribed           7   93     0     6     0     0     1     0     0     0     0     0     0
Insofar             7   93     0     0     0     1     0     0     0     6     0     0     0
insufficient        7   93     0     0     0     0     7     0     0     0     0     0     0
insult              7   93     5     2     0     0     0     0     0     0     0     0     0
intake              7   93     7     0     0     0     0     0     0     0     0     0     0
integrate           7   93     0     7     0     0     0     0     0     0     0     0     0
Inter-American      7   93     7     0     0     0     0     0     0     0     0     0     0
Interfaith          7   93     0     0     0     0     7     0     0     0     0     0     0
interviewing        7   93     4     3     0     0     0     0     0     0     0     0     0
intuitive           7   93     0     0     0     0     7     0     0     0     0     0     0
Invalid             7   93     4     0     0     0     3     0     0     0     0     0     0
invent              7   93     0     7     0     0     0     0     0     0     0     0     0
inventor            7   93     7     0     0     0     0     0     0     0     0     0     0
invites             7   93     0     7     0     0     0     0     0     0     0     0     0
Iodinated           7   93     0     7     0     0     0     0     0     0     0     0     0
irons               7   93     7     0     0     0     0     0     0     0     0     0     0
irritation          7   93     7     0     0     0     0     0     0     0     0     0     0
issuance            7   93     7     0     0     0     0     0     0     0     0     0     0
Italians            7   93     7     0     0     0     0     0     0     0     0     0     0
jammed              7   93     0     7     0     0     0     0     0     0     0     0     0
Jelke               7   93     7     0     0     0     0     0     0     0     0     0     0
Jen                 7   93     7     0     0     0     0     0     0     0     0     0     0
Jerusalem           7   93     6     0     0     0     0     0     0     0     0     0     1
jist                7   93     0     0     0     0     0     0     0     7     0     0     0
jointly             7   93     0     0     0     0     0     0     0     7     0     0     0
joys                7   93     7     0     0     0     0     0     0     0     0     0     0
Juan                7   93     7     0     0     0     0     0     0     0     0     0     0
junction            7   93     7     0     0     0     0     0     0     0     0     0     0
Kahler              7   93     7     0     0     0     0     0     0     0     0     0     0
Karns               7   93     7     0     0     0     0     0     0     0     0     0     0
Katharine           7   93     7     0     0     0     0     0     0     0     0     0     0
Kennan              7   93     7     0     0     0     0     0     0     0     0     0     0
kidding             7   93     0     7     0     0     0     0     0     0     0     0     0
Kings               7   93     7     0     0     0     0     0     0     0     0     0     0
knives              7   93     7     0     0     0     0     0     0     0     0     0     0
Kodyke              7   93     7     0     0     0     0     0     0     0     0     0     0
Kyoto               7   93     7     0     0     0     0     0     0     0     0     0     0
labor-management     7   93     4     0     0     0     3     0     0     0     0     0     0
lad                 7   93     7     0     0     0     0     0     0     0     0     0     0
lamb                7   93     7     0     0     0     0     0     0     0     0     0     0
lambs               7   93     7     0     0     0     0     0     0     0     0     0     0
landmarks           7   93     7     0     0     0     0     0     0     0     0     0     0
large-scale         7   93     0     0     0     0     7     0     0     0     0     0     0
laundering          7   93     1     6     0     0     0     0     0     0     0     0     0
ledger              7   93     7     0     0     0     0     0     0     0     0     0     0
Legion              7   93     5     0     0     0     2     0     0     0     0     0     0
legislator          7   93     7     0     0     0     0     0     0     0     0     0     0
Lemma               7   93     7     0     0     0     0     0     0     0     0     0     0
lending             7   93     2     5     0     0     0     0     0     0     0     0     0
Leo                 7   93     7     0     0     0     0     0     0     0     0     0     0
lessening           7   93     5     2     0     0     0     0     0     0     0     0     0
levy                7   93     4     3     0     0     0     0     0     0     0     0     0
Lexington           7   93     7     0     0     0     0     0     0     0     0     0     0
liability           7   93     7     0     0     0     0     0     0     0     0     0     0
Lilian              7   93     7     0     0     0     0     0     0     0     0     0     0
Linden              7   93     7     0     0     0     0     0     0     0     0     0     0
linger              7   93     0     7     0     0     0     0     0     0     0     0     0
links               7   93     7     0     0     0     0     0     0     0     0     0     0
listing             7   93     6     1     0     0     0     0     0     0     0     0     0
locks               7   93     7     0     0     0     0     0     0     0     0     0     0
longed              7   93     0     7     0     0     0     0     0     0     0     0     0
lookup              7   93     7     0     0     0     0     0     0     0     0     0     0
lore                7   93     7     0     0     0     0     0     0     0     0     0     0
lump                7   93     7     0     0     0     0     0     0     0     0     0     0
lure                7   93     4     3     0     0     0     0     0     0     0     0     0
lyrical             7   93     0     0     0     0     7     0     0     0     0     0     0
Macneff             7   93     7     0     0     0     0     0     0     0     0     0     0
magnificently       7   93     0     0     0     0     0     0     0     7     0     0     0
mails               7   93     7     0     0     0     0     0     0     0     0     0     0
Malraux's           7   93     7     0     0     0     0     0     0     0     0     0     0
mandate             7   93     7     0     0     0     0     0     0     0     0     0     0
Mao                 7   93     7     0     0     0     0     0     0     0     0     0     0
Maple               7   93     6     0     0     0     1     0     0     0     0     0     0
mapping             7   93     6     1     0     0     0     0     0     0     0     0     0
Marcus              7   93     7     0     0     0     0     0     0     0     0     0     0
marinas             7   93     7     0     0     0     0     0     0     0     0     0     0
marksman            7   93     7     0     0     0     0     0     0     0     0     0     0
Martinelli          7   93     7     0     0     0     0     0     0     0     0     0     0
masculine           7   93     1     0     0     0     6     0     0     0     0     0     0
master's            7   93     7     0     0     0     0     0     0     0     0     0     0
materialism         7   93     7     0     0     0     0     0     0     0     0     0     0
Maurice             7   93     7     0     0     0     0     0     0     0     0     0     0
maximization        7   93     7     0     0     0     0     0     0     0     0     0     0
McCarthy            7   93     7     0     0     0     0     0     0     0     0     0     0
Meadows             7   93     7     0     0     0     0     0     0     0     0     0     0
medal               7   93     7     0     0     0     0     0     0     0     0     0     0
Mediterranean       7   93     4     0     0     0     3     0     0     0     0     0     0
Meeker's            7   93     7     0     0     0     0     0     0     0     0     0     0
Menshikov           7   93     7     0     0     0     0     0     0     0     0     0     0
mentions            7   93     1     6     0     0     0     0     0     0     0     0     0
merchandise         7   93     7     0     0     0     0     0     0     0     0     0     0
Metals              7   93     7     0     0     0     0     0     0     0     0     0     0
meteoritic          7   93     0     0     0     0     7     0     0     0     0     0     0
Meynell             7   93     7     0     0     0     0     0     0     0     0     0     0
Mike's              7   93     7     0     0     0     0     0     0     0     0     0     0
mildly              7   93     0     0     0     0     0     0     0     7     0     0     0
mint                7   93     7     0     0     0     0     0     0     0     0     0     0
minus               7   93     0     0     0     0     1     0     6     0     0     0     0
misplaced           7   93     0     7     0     0     0     0     0     0     0     0     0
molds               7   93     7     0     0     0     0     0     0     0     0     0     0
Molesworth          7   93     7     0     0     0     0     0     0     0     0     0     0
Molotov             7   93     7     0     0     0     0     0     0     0     0     0     0
monastic            7   93     0     0     0     0     7     0     0     0     0     0     0
monotony            7   93     7     0     0     0     0     0     0     0     0     0     0
Montpelier          7   93     7     0     0     0     0     0     0     0     0     0     0
morally             7   93     0     0     0     0     0     0     0     7     0     0     0
morals              7   93     7     0     0     0     0     0     0     0     0     0     0
mores               7   93     7     0     0     0     0     0     0     0     0     0     0
morphophonemic      7   93     0     0     0     0     7     0     0     0     0     0     0
motels              7   93     7     0     0     0     0     0     0     0     0     0     0
Mousie              7   93     7     0     0     0     0     0     0     0     0     0     0
mouthpiece          7   93     7     0     0     0     0     0     0     0     0     0     0
Mullins             7   93     7     0     0     0     0     0     0     0     0     0     0
multiplied          7   93     0     7     0     0     0     0     0     0     0     0     0
Murphy              7   93     7     0     0     0     0     0     0     0     0     0     0
Mussorgsky          7   93     7     0     0     0     0     0     0     0     0     0     0
myriad              7   93     1     0     0     0     6     0     0     0     0     0     0
mysteries           7   93     7     0     0     0     0     0     0     0     0     0     0
Napoleon            7   93     7     0     0     0     0     0     0     0     0     0     0
narcotics           7   93     7     0     0     0     0     0     0     0     0     0     0
narrower            7   93     0     0     0     0     7     0     0     0     0     0     0
Nashville           7   93     7     0     0     0     0     0     0     0     0     0     0
negotiated          7   93     0     7     0     0     0     0     0     0     0     0     0
newcomer            7   93     7     0     0     0     0     0     0     0     0     0     0
Newcomers           7   93     7     0     0     0     0     0     0     0     0     0     0
Nicholas            7   93     7     0     0     0     0     0     0     0     0     0     0
nickel              7   93     6     0     0     0     1     0     0     0     0     0     0
Nikita              7   93     7     0     0     0     0     0     0     0     0     0     0
Nobel               7   93     7     0     0     0     0     0     0     0     0     0     0
nodding             7   93     0     6     0     0     1     0     0     0     0     0     0
nomenclature        7   93     7     0     0     0     0     0     0     0     0     0     0
noteworthy          7   93     0     0     0     0     7     0     0     0     0     0     0
nothin              7   93     6     1     0     0     0     0     0     0     0     0     0
novelties           7   93     7     0     0     0     0     0     0     0     0     0     0
numbering           7   93     2     5     0     0     0     0     0     0     0     0     0
oats                7   93     7     0     0     0     0     0     0     0     0     0     0
obeyed              7   93     0     7     0     0     0     0     0     0     0     0     0
obscured            7   93     0     6     0     0     1     0     0     0     0     0     0
obstacles           7   93     7     0     0     0     0     0     0     0     0     0     0
occupying           7   93     0     6     0     0     1     0     0     0     0     0     0
Oersted's           7   93     7     0     0     0     0     0     0     0     0     0     0
offspring           7   93     7     0     0     0     0     0     0     0     0     0     0
old-fashioned       7   93     0     0     0     0     7     0     0     0     0     0     0
Olgivanna           7   93     7     0     0     0     0     0     0     0     0     0     0
Oliver              7   93     7     0     0     0     0     0     0     0     0     0     0
Olympic             7   93     4     0     0     0     3     0     0     0     0     0     0
openings            7   93     7     0     0     0     0     0     0     0     0     0     0
organisms           7   93     7     0     0     0     0     0     0     0     0     0     0
orgasm              7   93     7     0     0     0     0     0     0     0     0     0     0
origins             7   93     7     0     0     0     0     0     0     0     0     0     0
Oso                 7   93     7     0     0     0     0     0     0     0     0     0     0
outboard            7   93     0     0     0     0     7     0     0     0     0     0     0
outraged            7   93     0     4     0     0     3     0     0     0     0     0     0
oven                7   93     7     0     0     0     0     0     0     0     0     0     0
overcomes           7   93     0     7     0     0     0     0     0     0     0     0     0
overlooked          7   93     0     7     0     0     0     0     0     0     0     0     0
overwhelmingly      7   93     0     0     0     0     0     0     0     7     0     0     0
paces               7   93     7     0     0     0     0     0     0     0     0     0     0
pacing              7   93     2     4     0     0     1     0     0     0     0     0     0
packaging           7   93     3     4     0     0     0     0     0     0     0     0     0
pageant             7   93     7     0     0     0     0     0     0     0     0     0     0
Pakistan            7   93     7     0     0     0     0     0     0     0     0     0     0
Palestine           7   93     7     0     0     0     0     0     0     0     0     0     0
papal               7   93     0     0     0     0     7     0     0     0     0     0     0
parameter           7   93     7     0     0     0     0     0     0     0     0     0     0
participants        7   93     7     0     0     0     0     0     0     0     0     0     0
participates        7   93     0     7     0     0     0     0     0     0     0     0     0
Patricia            7   93     7     0     0     0     0     0     0     0     0     0     0
patted              7   93     0     7     0     0     0     0     0     0     0     0     0
Pauling             7   93     7     0     0     0     0     0     0     0     0     0     0
Paxton              7   93     7     0     0     0     0     0     0     0     0     0     0
peaked              7   93     0     0     0     0     7     0     0     0     0     0     0
peasant             7   93     6     0     0     0     1     0     0     0     0     0     0
penetrate           7   93     0     7     0     0     0     0     0     0     0     0     0
pensions            7   93     7     0     0     0     0     0     0     0     0     0     0
perceptual          7   93     0     0     0     0     7     0     0     0     0     0     0
percussive          7   93     2     0     0     0     5     0     0     0     0     0     0
performer           7   93     7     0     0     0     0     0     0     0     0     0     0
persecution         7   93     7     0     0     0     0     0     0     0     0     0     0
persists            7   93     0     7     0     0     0     0     0     0     0     0     0
phones              7   93     5     2     0     0     0     0     0     0     0     0     0
